txt_file,o2_uptake,vo2_units,gas_collection_methods,estimated_vo2,gas_data
s00421-010-1696-z,True,False,False,False,m
bf00599525,True,False,False,False,m
s00726-011-1158-x,False,False,False,False,n
1550-2783-7-26,True,True,False,False,m
s00221-019-05646-4,True,True,True,False,y
euhj.1998.1311,True,False,False,False,m
1550-2783-10-3,True,True,False,False,m
s00421-021-04642-3,True,True,False,False,m
bf00421447,True,True,True,False,y
jgs.14239,True,True,False,False,m
s00421-014-2984-9,True,True,True,False,y
apnm-2020-0551,True,True,True,False,y
bf00643508,True,False,False,False,m
sc.1995.60,True,True,True,False,y
s00421-010-1523-6,True,True,True,False,y
01.cir.69.6.1079,True,True,False,False,m
ag.2016.008,True,True,True,True,y
s00421-016-3408-9,True,False,False,False,m
j.appet.2012.02.041,True,True,False,False,m
s00421-010-1540-5,True,True,True,False,y
bf00423244,True,True,False,False,m
bf00867925,True,False,False,False,m
s41598-021-03158-2,True,True,True,False,y
oxfordjournals.eurheartj.a015202,True,True,True,False,y
2193-1801-2-651,True,True,True,False,y
000503558,True,True,False,False,m
j.jstrokecerebrovasdis.2008.10.001,True,True,False,False,m
arm.2013.37.5.619,True,False,True,True,y
jpem-2014-0321,True,True,False,False,m
bf02844007,True,True,False,True,m
japplphysiol.00839.2015,True,False,True,False,y
bjn20061697,True,False,False,False,m
02640414.2019.1568173,True,True,False,False,m
j.clnu.2008.03.001,True,False,False,False,m
journal.pone.0210275,True,True,True,False,y
physiolsci.r2028,True,True,True,False,y
s00421-016-3443-6,False,False,False,False,n
ep088639,True,True,True,False,y
ijerph17217745,True,True,True,False,y
fphys.2022.819616,True,True,False,False,m
s00421-009-1180-9,True,False,False,False,m
jrrd.2011.06.0103,True,True,False,False,m
s41598-021-02072-x,True,True,True,False,y
s1517-86922003000300003,True,True,True,False,y
hepatmon.108106,False,False,False,False,n
s004210000308,True,False,False,True,m
j.psychsport.2018.10.002,True,True,True,False,y
s004210100452,True,False,False,False,m
mss.0b013e3181bcab6c,True,True,True,True,y
00043764-199906000-00011,True,False,False,False,m
s00421-021-04699-0,True,True,False,False,m
ijerph18158135,True,True,True,False,y
s00421-006-0253-2,True,True,True,False,y
s00421-003-0799-1,True,True,True,True,y
s11357-018-0032-0,True,False,True,False,y
s12970-019-0284-9,True,True,False,True,m
jhj.45.799,True,False,False,False,m
s00421-015-3273-y,True,False,True,False,y
s004210050265,False,False,False,False,n
fphys.2021.695950,True,True,True,False,y
s004210050503,True,False,False,True,m
journal.pone.0153445,True,True,True,False,y
jeb.02440,True,True,False,True,m
s004210050264,False,False,False,False,n
systems2040425,True,False,False,False,m
ptj.20090318,True,False,False,False,m
s10517-009-0339-z,True,False,False,False,m
nu10030358,True,True,False,True,m
s004210050502,True,False,False,False,m
japplphysiol.00324.2019,True,False,False,False,m
s00421-002-0698-x,True,True,True,False,y
ijerph182111312,True,True,False,True,m
j.gaitpost.2007.07.001,True,False,True,False,y
s004210100453,True,False,False,False,m
s41598-020-59430-4,True,False,False,False,m
sports8040052,True,True,False,False,m
mss.0b013e31823f679f,True,False,False,True,m
s00421-009-1071-0,False,False,False,False,n
ijspp.2021-0090,True,True,True,False,y
ijerph18158134,False,False,False,False,n
s1517-86922003000300002,True,True,False,False,m
s13102-020-00171-2,True,True,False,True,m
s-2002-33742,True,True,True,False,y
nu10030370,True,True,False,True,m
bjsm.2005.020487,True,True,False,True,m
hrt.76.3.223,True,True,False,False,m
s00421-019-04171-0,True,False,True,False,y
s00421-006-0295-5,True,True,False,False,m
s00421-014-2830-0,True,True,False,False,m
s00421-006-0174-0,True,True,True,False,y
journal.pone.0200701,True,True,False,True,m
s00421-017-3685-y,True,True,False,True,m
s00421-014-2875-0,True,True,False,True,m
bf00422167,True,False,False,False,m
bf00426301,True,True,False,False,m
jjphysiol.48.17,False,False,False,False,n
mss.0b013e3182a59ab1,True,True,True,False,y
s0066-782x2006000100003,True,True,True,True,y
bf00715001,True,False,True,False,y
s00246-020-02465-1,True,False,True,False,y
oxfordjournals.eurheartj.a015203,True,True,False,False,m
01.hyp.35.4.919,True,False,False,False,m
bf02706604,True,False,False,False,m
s00421-014-3003-x,True,True,True,True,y
nu11112575,True,True,True,False,y
bf02309918,True,True,True,False,y
bf00429740,True,False,False,False,m
s00421-009-0988-7,True,False,False,False,m
cpf.12344,True,True,False,True,m
bf02790128,False,False,False,False,n
bhk-2019-0008,True,True,True,True,y
ijspp.2018-0433,True,True,True,False,y
s00421-014-3093-5,True,True,True,True,y
bf00423245,True,True,False,True,m
sj.ejcn.1602924,False,False,False,False,n
1745-6215-15-45,True,False,True,True,y
sj.bmt.1700600,True,False,False,True,m
1550-2783-10-2,True,False,False,False,m
jomh.2021.017,True,False,False,False,m
kurumemedj.ms662008,True,True,True,True,y
hrt.81.1.33,True,True,False,False,m
s00421-007-0536-2,True,False,False,False,m
ajpregu.00377.2013,True,False,False,False,m
s00421-008-0952-y,False,False,False,False,n
bf00243517,True,False,True,False,y
bf00599524,True,True,False,False,m
s41598-021-86660-x,True,False,True,False,y
s00421-003-0917-0,False,False,False,False,n
aid.2007.0023,True,True,False,False,m
fpsyg.2019.00535,True,True,True,False,y
bf00868140,True,False,False,False,m
s004210050072,True,True,True,False,y
fped.2021.780045,True,True,True,False,y
mss.0b013e318258ac11,True,False,True,True,y
bf00449513,True,False,False,False,m
journal.pone.0141256,True,True,True,False,y
ajpendo.00311.2018,True,True,True,False,y
a-0828-8217,True,True,False,True,m
heart.83.5.511,True,True,True,True,y
s00421-009-1093-7,True,True,True,True,y
s00421-013-2646-3,True,True,True,True,y
jci109443,True,False,False,False,m
sports9070092,True,True,True,False,y
s-0030-1268490,True,True,True,False,y
28124,True,False,False,False,m
fspor.2021.762794,True,True,False,False,m
jhh.2011.95,False,False,False,False,n
bf01101476,True,False,False,False,m
apnm-2016-0717,True,True,True,False,y
sleep.2310,True,True,False,True,m
sc.1996.30,True,False,False,False,m
fpsyg.2017.01344,True,True,False,True,m
jos.ess17053,True,True,False,False,m
s-2008-1038744,True,True,True,True,y
j.apmr.2010.06.003,True,True,True,True,y
s00421-016-3357-3,True,True,True,True,y
sports7110235,True,False,False,False,m
journal.pone.0170060,True,False,True,False,y
sj.ijo.0802724,True,True,True,False,y
vhrm.s125966,True,True,False,True,m
s41440-018-0179-1,True,False,False,False,m
s00421-010-1507-6,True,False,False,False,m
fphys.2020.00629,True,False,False,False,m
09031936.00089914,True,True,True,True,y
16501977-0570,True,True,False,True,m
jab.21.3.297,True,True,False,False,m
mss.0b013e31821cbdc8,True,False,False,False,m
sports8080114,True,True,True,False,y
bf00392038,True,True,True,False,y
s00421-016-3379-x,True,True,False,True,m
v10001-009-0021-8,True,False,False,False,m
tjem.237.209,True,True,False,False,m
s00421-003-0845-z,True,True,True,True,y
bf00594606,True,False,False,False,m
ijspp.2015-0441,True,False,True,True,y
ijsn.3.1.41,True,True,True,False,y
s00421-003-0800-z,True,False,False,False,m
s00421-003-0911-6,True,True,True,False,y
s00592-018-1167-2,False,False,False,False,n
ijerph18147404,True,False,False,False,m
oajsm.s154630,True,True,True,False,y
japplphysiol.01065.2001,True,True,True,False,y
archinternmed.2009.312,True,False,False,False,m
jcem.86.6.7596,True,False,False,False,m
s00421-003-0890-7,False,False,False,False,n
s41598-019-56698-z,True,True,False,True,m
fphys.2018.00415,True,True,True,True,y
japplphysiol.00090.2019,True,True,True,False,y
jeb.051680,True,False,False,True,m
1741-7015-9-74,True,True,False,True,m
s00421-008-0748-0,True,True,True,False,y
journal.pone.0154075,True,True,False,False,m
fendo.2020.568500,True,False,False,False,m
jsc.0000000000003852,True,True,False,False,m
j.1600-0838.2000.010004228.x,True,True,False,False,m
s0100-879x2002000600016,True,True,False,False,m
journal.pone.0152389,True,True,True,True,y
j.jsams.2020.04.001,True,False,False,False,m
j.medengphy.2005.10.006,True,False,True,True,y
s00421-011-2235-2,True,True,True,False,y
hrt.2003.032722,True,True,True,False,y
s0066-782x1999001000002,True,True,False,False,m
ham.2019.0061,True,True,True,False,y
bjsm.2005.018291,True,True,True,False,y
japplphysiol.00431.2017,True,False,False,False,m
journal.pone.0242136,True,True,True,False,y
s00421-004-1311-2,True,False,False,False,m
01.cir.100.13.1406,True,True,True,False,y
jpts.27.2849,True,True,False,False,m
bjsm.2005.020040,True,True,False,True,m
s00421-012-2551-1,True,True,True,False,y
s00421-010-1460-4,True,True,True,True,y
bjsm.22.3.101,True,True,False,False,m
2060.2020.00032,True,False,True,False,y
01.atv.14.11.1746,True,True,False,False,m
jappl.2001.91.6.2619,True,False,True,False,y
sports6040111,True,False,False,False,m
j.jelekin.2015.10.008,True,True,True,False,y
ijerph16234667,True,True,False,True,m
s00421-021-04835-w,True,True,False,False,m
1479-5868-10-91,True,False,False,False,m
bjsm.2003.010215,True,True,True,True,y
ajtmh.18-0922,True,True,False,False,m
ajcn.112.057075,True,True,False,True,m
s-0029-1231046,True,True,True,False,y
1516-3180.2015.00871609,True,True,False,False,m
fphys.2021.587241,True,True,False,True,m
s00421-019-04184-9,True,False,False,False,m
jpah.2016-0473,True,True,True,False,y
bf02290254,False,False,False,False,n
13993003.01793-2018,True,True,False,False,m
s004210050304,True,True,True,False,y
journal.pone.0234507,True,True,True,True,y
s00421-018-04065-7,True,True,False,False,m
ijspp.2020-0866,True,True,True,False,y
hrt.2004.055053,True,True,False,False,m
s00421-003-0892-5,True,True,True,False,y
ijerph19084558,True,True,False,True,m
thx.44.5.402,True,False,False,True,m
s00392-019-01484-0,False,False,False,False,n
j.physbeh.2014.05.002,True,True,True,False,y
bjsm.22.4.141,True,True,False,True,m
jhh.2013.7,True,True,False,False,m
jappl.1984.57.1.52,True,True,False,False,m
s-0034-1389942,True,True,False,False,m
s-0033-1337905,True,True,True,True,y
fphys.2013.00203,True,False,False,True,m
journal.pone.0184240,True,True,True,True,y
jsc.0b013e3181a04de9,True,True,False,False,m
s004210050338,True,False,False,False,m
jer.1836504.252,True,True,False,False,m
s12874-022-01524-w,True,True,True,True,y
bf00357628,True,True,False,False,m
s-2004-830332,True,True,True,False,y
jeb.197228,True,False,False,True,m
ijerph182212066,True,True,True,False,y
rsif.2019.0227,True,False,False,False,m
jrrd.2012.02.0027,True,True,True,False,y
bmjresp-2021-001121,True,False,True,False,y
bmjopen-2020-047524,True,False,False,False,m
oajsm.s169758,True,True,False,False,m
copd.s88965,True,True,True,True,y
sports8120163,True,True,False,True,m
s12970-020-00376-3,True,False,True,False,y
mss.0000000000001013,True,True,True,True,y
s00421-012-2477-7,True,False,True,False,y
s002239900179,False,False,False,False,n
ijspp.2018-0221,True,True,True,False,y
bjn20041368,True,False,True,True,y
ajpregu.00291.2005,True,False,False,False,m
bf02343795,True,True,False,False,m
j.jvs.2011.04.026,True,False,False,False,m
s00360-018-1154-5,True,False,False,True,m
s1807-59322008000200008,True,True,False,False,m
10790268.2017.1369213,True,True,True,True,y
h06-027,False,False,False,False,n
jappl.2000.89.5.1912,True,False,True,False,y
ajpregu.1994.266.3.r749,True,False,False,False,m
j.omtm.2019.11.015,True,False,False,True,m
s00421-019-04215-5,True,False,False,False,m
s0100-879x2011000700014,True,False,False,False,m
thx.2005.043547,True,True,False,True,m
2045772315y.0000000052,True,False,False,False,m
s-0042-108651,True,True,True,True,y
resp.13041,True,False,False,True,m
ham.2010.1075,True,False,True,False,y
jeb.097238,True,False,False,False,m
j.eupc.2004.09.002,True,True,True,True,y
bf00238572,True,False,False,False,m
s13063-016-1522-y,True,True,False,True,m
ijerph18126571,True,True,True,False,y
s0100-879x2011007500023,True,True,True,False,y
ijerph19010498,True,True,False,False,m
s41467-021-21309-x,True,True,False,False,m
s10072-009-0141-8,True,True,False,False,m
bf00602357,False,False,False,False,n
fphys.2021.756659,True,True,False,False,m
s00421-007-0505-9,True,True,True,True,y
bjsm.25.1.26,True,True,True,False,y
mss.0b013e3182366f6c,True,True,True,True,y
ijerph18136945,True,True,False,False,m
j.jsams.2019.01.011,False,False,False,False,n
fphys.2019.00506,True,True,False,True,m
fphys.2017.00914,True,True,True,True,y
s00360-010-0443-4,True,False,False,False,m
fphys.2019.00260,True,True,True,False,y
bf00863401,True,False,False,False,m
1414-431x20143713,True,True,True,True,y
apnm-2012-0123,True,True,True,False,y
s11357-013-9596-x,True,True,False,False,m
s004210000245,True,True,False,False,m
01.pdr.0000176909.66057.a3,True,True,False,False,m
s00421-008-0935-z,True,False,False,False,m
s00421-014-2959-x,True,True,True,False,y
s10695-011-9498-8,True,False,False,False,m
jappl.2000.89.6.2294,True,False,False,False,m
j.rmed.2003.12.002,True,False,False,True,m
s10548-017-0570-2,True,False,False,True,m
fphys.2017.00096,True,True,True,False,y
s00360-008-0337-x,True,False,False,True,m
s00421-013-2723-7,True,False,False,False,m
journal.pone.0262779,True,False,False,False,m
journal.pone.0194057,True,True,False,False,m
s00421-020-04444-z,True,True,True,False,y
j.eclinm.2020.100683,True,False,False,False,m
ani11020305,True,True,False,False,m
bf00422956,True,True,True,True,y
apnm-2020-0391,True,True,True,True,y
s12984-017-0278-2,True,False,True,False,y
s00421-010-1548-x,False,False,False,False,n
nu13082848,True,False,False,True,m
bf01875604,True,False,False,True,m
thx.30.3.306,True,False,True,True,y
bf02386181,True,True,True,False,y
apnm-2012-0484,True,True,True,False,y
j.apergo.2016.04.010,True,True,True,True,y
jc.2004-0890,True,True,False,True,m
bf00377701,True,False,False,False,m
s00421-011-2129-3,True,False,False,False,m
s00424-012-1215-7,False,False,False,False,n
mss.0000000000000137,True,False,False,True,m
journal.pone.0202264,True,False,False,False,m
journal.pone.0225803,True,True,False,True,m
journal.pone.0178216,True,True,False,False,m
s00421-004-1226-y,True,True,True,False,y
journal.pone.0138154,True,True,True,False,y
nu11010010,True,True,False,True,m
ijspp.2016-0402,True,True,False,False,m
s00421-010-1739-5,False,False,False,False,n
fphys.2019.01383,True,False,True,True,y
bf02789079,True,True,False,False,m
jeb.00871,True,False,False,True,m
bjsm.27.4.228,True,True,False,True,m
resp.13519,True,True,True,False,y
s00421-001-0544-6,False,False,False,False,n
00007256-200939050-00003,False,False,False,False,n
fphys.2021.666201,True,True,True,False,y
dom.13198,True,True,False,True,m
s21227590,True,True,True,False,y
s40618-017-0670-6,True,True,False,True,m
2047487318809479,True,True,True,False,y
jbc.c500140200,False,False,False,False,n
hrt.40.8.923,True,False,False,True,m
nu12020454,True,True,False,False,m
j094v15n04_04,True,False,False,False,m
journal.pone.0236102,False,False,False,False,n
1471-2407-13-272,True,False,False,False,m
sj.jhh.1001552,True,False,False,False,m
s004210050670,True,True,True,False,y
s00246-005-1225-8,False,False,False,False,n
jci109241,True,False,False,False,m
mppa.2020.1007,True,True,True,True,y
mss.0000000000000862,True,False,True,False,y
s00586-009-1002-0,True,True,False,False,m
jcm10153299,True,True,False,False,m
apnm-2015-0152,True,True,False,False,m
s00421-007-0650-1,True,True,False,False,m
09031936.97.10092014,True,False,True,False,y
bjsm.21.4.171,True,True,True,False,y
ijspp.2012-0150,False,False,False,False,n
2049-6958-9-34,True,False,True,True,y
ijo.2017.253,True,True,False,True,m
j.appet.2017.02.041,True,True,False,False,m
2049-6958-9-20,True,True,True,False,y
jssm.2021.250,True,True,True,False,y
circj.66.357,True,False,False,False,m
h2012-069,True,True,True,False,y
bcr.06.2011.4343,True,True,False,False,m
j.jjcc.2014.02.021,True,True,False,False,m
s00421-019-04281-9,False,False,False,False,n
s00421-004-1109-2,True,False,False,False,m
s0022-4707.19.09584-7,True,True,False,True,m
bf02396594,True,False,False,False,m
bmjopen-2020-047642,True,True,False,False,m
bf02332222,True,True,False,True,m
00007256-200737040-00006,True,True,False,False,m
s1807-59322011000500020,True,False,False,False,m
bf03324999,False,False,False,False,n
fphys.2014.00115,True,False,False,False,m
bf00705028,True,False,False,False,m
bf00357599,True,True,False,True,m
fimmu.2020.00729,True,True,False,True,m
s00421-009-1290-4,True,True,False,False,m
j.aquaculture.2017.03.013,True,False,False,False,m
fphys.2017.01029,True,False,True,False,y
