done,doi_suffix,Data Processing Text,avg_terms,avg_text,no_avg_details,Avg type,Avg subtype,Avg amount,Avg MOS,Avg mean type,Avg method,Documented
FALSE,cpf.12243,,"['1 min in recover', 'averaged every 10 s.']","['min \x001 (see table 1). univariate correlations signiﬁcant correlations were found between measured vo2max and step test hr (p<0\x0105). the highest correlation was found between measured vo2max and hr at 1 MIN IN RECOVERy (r = \x000\x0148, p<0\x01001). signiﬁcant correlations were found between measured vo2max and step test duration (r = 0\x0152, p<0\x01001). vo2max was correlated with ﬁtness index as a continuous variable (r = 0\x015', 'monary gas exchange analysis was performed by a cardiopulmonary ergospirometry device (schiller cs200, schiller ag, baar, switzerland). oxygen uptake capacity (vo2) was collected breath by breath and AVERAGED EVERY 10 S. predicted vo2max was calculated from age, gender, body height and weight and compared to the actually achieved vo2max (expressed in %predicted vo2max) (fairbarn et al., 1994). using a 12-lead ecg dev']",FALSE,time,bin,10,mean,whole,cpf.12243-time-bin-10-mean-whole,TRUE
FALSE,crj.13265,,['means of  20 seconds '],"['oxygen uptake (v̇o2), carbon dioxide production (v̇co2), heart rate (hr), minute-ventilation  (v̇e), breathing frequency (f) and tidal volume (vt) were  collected breathe-by-breathe and summarized as MEANS OF  20 SECONDS (vmax encore, carefusion; yorba linda, usa).  gas calibration was performed before each test according to  the manufacturer’s guide. arterial oxyhemoglobin saturation (spo2) was continuously measured ']",FALSE,time,bin,20,mean,whole,crj.13265-time-bin-20-mean-whole,TRUE
FALSE,dc07-2298,,['over 20-s '],"['ath method using the vmax respiratory gas analyzer (sensormedics, yorba linda, ca). vo2max was deﬁned as the mean of the three highest values of the averaged oxygen consumption measured consecutively OVER 20-S intervals. a total of 98% of the subjects achieved the respiratory exchange ratio of ⱖ1.1. electrocardiography was recorded throughout the exercise test using cardiosoft software (ge medical systems, ']",FALSE,time,bin,60,mean,whole,dc07-2298-time-bin-60-mean-whole,TRUE
FALSE,dc07-2298,,['over 20-s '],"['ath method using the vmax respiratory gas analyzer (sensormedics, yorba linda, ca). vo2max was deﬁned as the mean of the three highest values of the averaged oxygen consumption measured consecutively OVER 20-S intervals. a total of 98% of the subjects achieved the respiratory exchange ratio of ⱖ1.1. electrocardiography was recorded throughout the exercise test using cardiosoft software (ge medical systems, ']",FALSE,time,bin,20,mean,whole,dc07-2298-time-bin-20-mean-whole,TRUE
FALSE,diacare.25.10.1795,,['every 30 s '],FALSE,TRUE,,,,,,diacare.25.10.1795,TRUE
FALSE,dta.1828,,['each 10-s '],FALSE,TRUE,,,,,,dta.1828,TRUE
FALSE,ehjci_._jew128,,"['every 30 s ', ' 30-s bin-averaged']","['ere performed on an upright, electronically braked cycle ergometer (excalibur sport, lode bv, groningen, netherlands) and comprised 6 min of warm-up at 80 w, before the workload was increased by 15 w EVERY 30 S until the subject reached volitional fatigue. peak heart rate and oxygen uptake, measured via 12-lead ecg and indirect calorimetry (ultima cardio2, mgc diagnostics, st paul, mn), were calculated as the average of the highest two consecutive 30-S BIN-AVERAGED values attained during the test. the get was determined using the modiﬁed v-slope method. high-intensity endurance exercise trial the cycling trial comprised 90 min of cycling performed at a power ou']",FALSE,time,bin,30,mean,whole,ehjci_._jew128-time-bin-30-mean-whole,TRUE
FALSE,ep085361,,"['averaged every 30 s ', 'ones during']","[' the aid of a metronome. minute expired ventilation, oxygen uptake\n\x0c170 k. sato and others exp physiol 101.1 (2016) pp 168–175 ( ˙vo2) and carbon dioxide output were recorded during the test and were AVERAGED EVERY 30 S afterward. the highest ˙vo2 value obtained during the test was used as the peak ˙vo2 ( ˙vo2peak). respiratory variables were determined by an online system with a mixing chamber, as in our previous st']",FALSE,time,bin,30,mean,whole,ep085361-time-bin-30-mean-whole,TRUE
FALSE,ep086677,,['five-frame rolling average'],FALSE,TRUE,,,,,,ep086677,TRUE
FALSE,ep088354,,"['over the last 30 s ', 'averaged over the last 30 s ']","['f acute mountain sickness was defined as a lake louise score of at least three and cerebral subscore of the environmental symptom questionnaire ≥ 0.7. 2.9 data analysis respiratory and nirs data were averaged OVER THE LAST 30 S of the initial rest period preceding the exercise test, OVER THE LAST 30 S of each 6 min period during exercise and at exhaustion. data from the three experimental sessions were compared at four time ']",FALSE,time,bin,30,mean,whole,ep088354-time-bin-30-mean-whole,TRUE
FALSE,ep089180,,"[' 1s interval', 'average of 1 min', 'average of the last minute', ' 15 s intervals']","['protocol with a calibrated gas analyser (medgraphics ̇vo2peak was cpx/d, medical graphics corp., st paul, mn, usa). determined as the highest ̇vo2 value reached after averaging breathby-breath data by 15 S INTERVALS. participants were then familiarized to the experimental protocol and instructed in the ab and rc breathing techniques by the investigators. on their second visit, participants were seated in a whole', 'td to t = 20 s (area b) and subtracted from σvo2,exe (area a + b) to yield σvo2,cdp (area a). ̇vo2m and ̇vo2a variabilities were calculated as the average intra-individual standard deviation at rest (AVERAGE OF 1 MIN of qb) and at exercise steady-state (AVERAGE OF THE LAST MINUTE of exercise) in ab, rc and sp. the method used to calculate σvo2,tot and σvo2,exe was applied to the co signal to obtain the volume of blood expelled into the systemic circulation in total (σsvtot) a', ' time of transition between φ1 and φ2 – was set at 20 s after exercise onset (benson et al., 2017). the model yielding the lowest root mean square error (rmse) obtained by varying td from 0 to 20 s by 1S INTERVAL was selected as the best fit. if several td values yielded similar rmse (δ < 0.001), the td value yielding the highest r2 amongst these was selected. we estimated the total alveolar o2 transfer durin']",FALSE,time,bin,60,mean,whole,ep089180-time-bin-60-mean-whole,TRUE
FALSE,ep089180,,"[' 1s interval', 'average of 1 min', 'average of the last minute', ' 15 s intervals']","['protocol with a calibrated gas analyser (medgraphics ̇vo2peak was cpx/d, medical graphics corp., st paul, mn, usa). determined as the highest ̇vo2 value reached after averaging breathby-breath data by 15 S INTERVALS. participants were then familiarized to the experimental protocol and instructed in the ab and rc breathing techniques by the investigators. on their second visit, participants were seated in a whole', 'td to t = 20 s (area b) and subtracted from σvo2,exe (area a + b) to yield σvo2,cdp (area a). ̇vo2m and ̇vo2a variabilities were calculated as the average intra-individual standard deviation at rest (AVERAGE OF 1 MIN of qb) and at exercise steady-state (AVERAGE OF THE LAST MINUTE of exercise) in ab, rc and sp. the method used to calculate σvo2,tot and σvo2,exe was applied to the co signal to obtain the volume of blood expelled into the systemic circulation in total (σsvtot) a', ' time of transition between φ1 and φ2 – was set at 20 s after exercise onset (benson et al., 2017). the model yielding the lowest root mean square error (rmse) obtained by varying td from 0 to 20 s by 1S INTERVAL was selected as the best fit. if several td values yielded similar rmse (δ < 0.001), the td value yielding the highest r2 amongst these was selected. we estimated the total alveolar o2 transfer durin']",FALSE,time,bin,15,mean,whole,ep089180-time-bin-15-mean-whole,TRUE
FALSE,eph8602122,,"['over the last 30 s ', ' 30 s period']","['s exchange was measured breath-by-breath, as described below. the ‘steady-state’ vo2 for a given power output while peak vo2 was determined as the highest value recorded in was taken as that measured OVER THE LAST 30 S of each 4 min stage, any 30 S PERIOD prior to the subject’s volitional termination of the test. the lt was determined as a sudden and sustained increase in [lactate]blood above resting levels from visual inspection of individual plots o']",FALSE,time,bin,30,mean,whole,eph8602122-time-bin-30-mean-whole,TRUE
TRUE,eurheartj_._ehq058,,['every 30 s '],FALSE,FALSE,other,,,,,eurheartj_._ehq058-other,TRUE
FALSE,fphys.2017.00639,,"['average ˙vo2 of the last minute', ' 30-s bin averages', ' 30- s average', 'highest 30-s ', 'during 1 min', 'into 1-s ', ' 15-s rest interval', 'butterworth']","[' bxb data were ﬁrst examined to exclude from the analysis the values greater than 3 sd from the local mean. then data of the two square-wave transitions from rest to heavy-intensity were interpolated INTO 1-S values. in order to enhance the reliability in determining the parameters describing the ˙vo2 kinetics, data were ﬁltered through a 4th BUTTERWORTH low-pass digital ﬁlter with a cut-oﬀ frequency equal to 0.05 hz (robergs et al., 2010). to remove the inﬂuence of the cardiodynamic phase on the subsequent response we chose to exclude the ﬁrst 20 s ', 'rkel (aquatrainer, cosmed, rome, italy) that has been previously validated (rodríguez et al., 2008) and used to measure gas exchange during swimming. in the incremental tests, bxb data were reduced to 30-S BIN AVERAGES and ˙vo2peak was determined as the HIGHEST 30-S ˙vo2 average in either the swimming, arm cranking or cycling incremental tests. using this protocol, the ˙vo2peak was always attained at the ﬁnal stage of the incremental test. vt was calculated using', 'hrmax = 220 − age), and (ii) ˙vo2 leveling oﬀ even despite an increase in where ˙vo2 (t) represents the weight-related ˙vo2 at a given time t; ˙vo2base is the baseline, resting ˙vo2 (taken as the ﬁrst 30- s AVERAGE ˙VO2 OF THE LAST MINUTE before the start of exercise); tdp, τp, ap represent the time delay, the time constant and the amplitude of the primary component, respectively; and tdsc, τsc, asc, represent the equivalent parameter', ' place in the same indoor 50-m pool. the speed of each swim was determined for each swimmer using personal best time (pb) workload. ppo was deﬁned as the highest mean external power output maintained DURING 1 MIN. sub-maximal 6-min exercise bouts on subsequent days, the subjects performed 6-min of squarewave transition from rest to heavy intensity: constant workload at the metabolic intensity of 25%\x01 above vt']",FALSE,time,bin,30,mean,whole,fphys.2017.00639-time-bin-30-mean-whole,TRUE
FALSE,fphys.2017.00639,,"['average ˙vo2 of the last minute', ' 30-s bin averages', ' 30- s average', 'highest 30-s ', 'during 1 min', 'into 1-s ', ' 15-s rest interval', 'butterworth']","[' bxb data were ﬁrst examined to exclude from the analysis the values greater than 3 sd from the local mean. then data of the two square-wave transitions from rest to heavy-intensity were interpolated INTO 1-S values. in order to enhance the reliability in determining the parameters describing the ˙vo2 kinetics, data were ﬁltered through a 4th BUTTERWORTH low-pass digital ﬁlter with a cut-oﬀ frequency equal to 0.05 hz (robergs et al., 2010). to remove the inﬂuence of the cardiodynamic phase on the subsequent response we chose to exclude the ﬁrst 20 s ', 'rkel (aquatrainer, cosmed, rome, italy) that has been previously validated (rodríguez et al., 2008) and used to measure gas exchange during swimming. in the incremental tests, bxb data were reduced to 30-S BIN AVERAGES and ˙vo2peak was determined as the HIGHEST 30-S ˙vo2 average in either the swimming, arm cranking or cycling incremental tests. using this protocol, the ˙vo2peak was always attained at the ﬁnal stage of the incremental test. vt was calculated using', 'hrmax = 220 − age), and (ii) ˙vo2 leveling oﬀ even despite an increase in where ˙vo2 (t) represents the weight-related ˙vo2 at a given time t; ˙vo2base is the baseline, resting ˙vo2 (taken as the ﬁrst 30- s AVERAGE ˙VO2 OF THE LAST MINUTE before the start of exercise); tdp, τp, ap represent the time delay, the time constant and the amplitude of the primary component, respectively; and tdsc, τsc, asc, represent the equivalent parameter', ' place in the same indoor 50-m pool. the speed of each swim was determined for each swimmer using personal best time (pb) workload. ppo was deﬁned as the highest mean external power output maintained DURING 1 MIN. sub-maximal 6-min exercise bouts on subsequent days, the subjects performed 6-min of squarewave transition from rest to heavy intensity: constant workload at the metabolic intensity of 25%\x01 above vt']",FALSE,digital filter,butterworth low-pass,"4th order, 0.05 Hz cutoff",mean,whole,"fphys.2017.00639-digital filter-butterworth low-pass-4th order, 0.05 Hz cutoff-mean-whole",TRUE
