done,doi_suffix,Data Processing Text,interpolation_text,Interpolation type,Interpolation time (s),Notes
FALSE,s0967-0637_._02_._00006-7,,,,,
FALSE,bjsm.2008.055889,,FALSE,,,
FALSE,01.mss.0000048641.47125.1c,,FALSE,,,
TRUE,01.mss.0000218139.46166.ec,,FALSE,,,
FALSE,s1413-35552012005000056,,FALSE,,,
FALSE,1874120701913010000,,FALSE,,,
FALSE,fphys.2018.00226,,FALSE,,,
TRUE,japplphysiol.00447.2003,,FALSE,,,
FALSE,ag.2017.001,,FALSE,,,
FALSE,rccm.200208-963oc,,,,,
FALSE,chest.108.6.1562,,FALSE,,,
TRUE,bjsm.2007.042945,,FALSE,,,
TRUE,japplphysiol.00607.2004,,"['reath. the concentration changes in oxyhemoglobin, deoxyhemoglobin (hhb), and total hemoglobin/myoglobin were determined by near-infrared spectroscopy (hamamatsu niro- 300). v˙ o2p data were ﬁltered, INTERPOLATed to 1 s, and averaged to 5-s bins. hhb-near-infrared spectroscopy data were ﬁltered and averaged to 5-s bins. a monoexponential model was used to ﬁt v˙ o2p [phase 2, time constant (\u2436) of v˙ o2p] and', 'hus it was assumed to be a reliable estimator of changes in intramuscular oxygenation status and o2 extraction in the ﬁeld of interrogation (13, 21). analysis. breath-by-breath gas-exchange data were INTERPOLATed to 1-s intervals, ﬁltered for aberrant data points, and then ensemble averaged in 5-s time bins to yield a single response for each subject. phase 2 v˙ o2p kinetics were determined from the phase 1']",,1,
FALSE,978-1-4419-1241-1_51,,FALSE,,,
FALSE,pes.13.2.167,,FALSE,,,
FALSE,apnm-2015-0567,,FALSE,,,
TRUE,jphysiol.2008.162271,,FALSE,,,
FALSE,a-1481-8473,,FALSE,,,
FALSE,15459624.2013.792681,,FALSE,,,
FALSE,abc.20140021,,FALSE,,,
FALSE,s13613-017-0289-y,,FALSE,,,
FALSE,j.jpeds.2004.08.004,,FALSE,,,
FALSE,j.ahj.2005.08.018,,FALSE,,,
FALSE,s-2005-865785,,FALSE,,,
FALSE,ep086145,,FALSE,,,
FALSE,jsc.0b013e3181da85d1,,FALSE,,,
FALSE,s0002-9149_._99_._80352-x,,FALSE,,,
FALSE,mss.0b013e31802dd3e6,,FALSE,,,
FALSE,j.metabol.2007.10.013,,FALSE,,,
FALSE,j.jsams.2010.07.005,,FALSE,,,
FALSE,j.pmrj.2014.06.013,,FALSE,,,
FALSE,journal.pone.0229466,,"['tomatically removed in real-time by the cpet software. heart rate was recorded continuously (beat-by-beat) during the test with a heart rate monitor incorporated into the gas analyser. heart rate was INTERPOLATed and provided at the breath-bybreath time sequence by the metabolimeter. during the first visit, participants underwent a graded exercise test (gxt) for aerobic assessment. _vo2 and respiratory freq']",,,
FALSE,jsc.0000000000002522,,FALSE,,,
FALSE,jphysiol.1996.sp021165,,"[' pp1 profiles). ve was calculated from averaged vt and fr using all valid breaths from each minute of exercise. the computer also constructed average waveforms of any desired signal (e.g. ppi, pm) by INTERPOLATion, at 1 % intervals of ti and te, for each minute of exercise. using the average co2 profile of numerous (10-50) breaths from each minute, time-weighted mean alveolar pco2 (pa,co2) was estimated on ']",other,,
FALSE,ijerph182212066,,FALSE,,,
FALSE,chest.123.6.1810,,FALSE,,,
FALSE,00005768-199901000-00020,,FALSE,,,
FALSE,j.freeradbiomed.2020.04.026,,FALSE,,,
FALSE,pbc.25383,,FALSE,,,
FALSE,chest.124.6.2377,,FALSE,,,
FALSE,2047487319859450,,FALSE,,,
FALSE,s00421-019-04236-0,,FALSE,,,
FALSE,s00421-019-04086-w,,FALSE,,,
FALSE,mss.0b013e3181fcea8d,,,,,
FALSE,jhse.2014.94.05,,FALSE,,,
FALSE,j.metabol.2005.01.027,,FALSE,,,
FALSE,s22072682,,FALSE,,,
FALSE,biolsport.2021.101638,,FALSE,,,
FALSE,j.ijcard.2020.06.019,,FALSE,,,
FALSE,s00421-020-04574-4,,FALSE,,,
FALSE,apnm-2020-1074,,FALSE,,,
FALSE,s-2007-965066,,FALSE,,,
FALSE,jcm9061795,,FALSE,,,
FALSE,peerj.6022,,FALSE,,,
FALSE,japplphysiol.00266.2011,,FALSE,,,
FALSE,j.cjca.2013.04.022,,FALSE,,,
FALSE,01.mss.0000135795.60449.ce,,FALSE,,,
FALSE,postgradmedj-2015-133576,,FALSE,,,
FALSE,j.1532-5415.2001.49124.x,,FALSE,,,
FALSE,j.ridd.2014.08.028,,FALSE,,,
FALSE,jom.0000000000002429,,,,,
FALSE,hcr.0000000000000551,,FALSE,,,
FALSE,h05-119,,"['etric contraction. if electrical stimulation allows for a greater development of force, then it is assumed that there is a deficit of neural activation. using the twitch INTERPOLATion technique, it has been reported that following eccentric exercise or prolonged running there is a deficit of neural activation (gibala et al., 1995; michaut et al., 2002; millet et al., 2003). als', ' mechanosensitive or stretch-activated ion channels (mcbride et al., 2000). evidence for a central failure in maximal muscle activation following eccentric exercise has been obtained using the twitch-INTERPOLATion technique. this technique compares the force generated during a maximal concentric voluntary contraction with that elicited when an electrical discharge is superimposed on a maximal voluntary isom']",,,
FALSE,j.ejheart.2003.08.004,,FALSE,,,
FALSE,s0002-9149_._96_._00830-2,,FALSE,,,
FALSE,sms.13627,,FALSE,,,
FALSE,978-3-030-48238-1_16,,FALSE,,,
FALSE,mss.0000000000002551,,FALSE,,,
FALSE,cia.s62313,,FALSE,,,
FALSE,phy2.12864,,FALSE,,,
FALSE,01.hcr.0000320070.81470.75,,FALSE,,,
FALSE,journal.pone.0153617,,FALSE,,,
FALSE,ijspp.2020-0630,,FALSE,,,
FALSE,chest.113.3.816,,FALSE,,,
FALSE,sj.ijo.0802129,,FALSE,,,
FALSE,jsc.0b013e3181e501d6,,FALSE,,,
FALSE,s-0033-1333748,,FALSE,,,
FALSE,jhj.42.163,,FALSE,,,
FALSE,ies-130510,,,,,
FALSE,01.mss.0000128249.10305.8a,,FALSE,,,
FALSE,chest.97.5.1130,,['\n\t\t\t\t\t\tv ˙ o2 ). the\n\t\t\t\t\t\tv ˙ o2 at a venous blood lactate level of 2.2 meq/l(v-la-2.2) was also determined as an empiric anaerobic threshold.25 the\n\t\t\t\t\t\tv ˙ o2 at v-la-2.2 was calculated by linear INTERPOLATion between the two adjacent values. predicted max\n\t\t\t\t\t\tv ˙ o2 was calculated from regression equations recommended by wasserman et al26 for cycle exercise. predicted maximum heart rate (hrmax) was c'],,,
FALSE,fphys.2017.00172,,FALSE,,,
FALSE,j.healun.2007.02.007,,FALSE,,,
FALSE,j.jpainsymman.2016.01.004,,FALSE,,,
TRUE,ajpregu.00015.2019,"After aberrant values of pulmonary V ˙ O2 and deoxy[Hb   Mb] greater than three SDs from the local mean were omitted, the individual responses during the baseline-to-exercise transitions were time interpolated to 1-s intervals and averaged across each transition for each subject.","['sis after aberrant values of pulmonary v˙ o2 and deoxy[hb ⫹ mb] greater than three sds from the local mean were omitted, the individual responses during the baseline-to-exercise transitions were time INTERPOLATed to 1-s intervals and averaged across each transition for each subject. the response curve of v˙ o2 was ﬁtted to a three-term exponential function (eq. 1) that included amplitudes, time constants, a']",,1,
FALSE,s-2007-1021078,,FALSE,,,
FALSE,ijerph18052371,,FALSE,,,
FALSE,sms.13495,,FALSE,,,
FALSE,01.mss.0000161826.28186.76,,FALSE,,,
FALSE,expphysiol.2012.069880,,['cost surface has the advantage of being less likely to ‘over ﬁt’ the data (i.e. ﬁt the surface to noise or other idiosyncrasies of sample data rather than real trends in population data) than various INTERPOLATion methods. this reduces the likelihood of creating spurious local optima and increases the predictive capacity of the cost surface. the equation that described the metabolic cost/hop surface was tra'],,,
FALSE,298060a0,,FALSE,,,
FALSE,mrr.0000000000000161,,FALSE,,,
FALSE,sms.12990,,FALSE,,,
FALSE,s00421-014-3003-x,,FALSE,,,
FALSE,jappl.2001.90.5.1700,,"['performed a total of four transitions, whereas for the heavy-exercise trials (50%d), the subjects performed two transitions. data analysis. for each exercise transition, the breath-bybreath data were INTERPOLATed to give second-by-second values. the transitions for each intensity were then time aligned to the start of exercise and averaged to enhance the underlying response characteristics. nonlinear regres']",,1,
FALSE,s00421-016-3412-0,,FALSE,,,
FALSE,mss.0000000000002240,,FALSE,,,
FALSE,00042752-200307000-00009,,"['parated by a 10 to 20-minute rest, from loadless pedaling to a load approximating 80% of tvent.13 each of the 2 vo2 kinetics data files collected from the two 6-minute square wave rides were 1-second INTERPOLATed, and the 2 on-transient files were averaged into 1 ontransient file, and vo2 kinetics were fit using a single exponential model: y(t) ⳱ a (1 - e− (t - td)/\u2436) where y represents any cardiorespirator']",,1,
FALSE,bjsm.37.2.154,,FALSE,,,
FALSE,jsc.0000000000001873,,"['authorized reproduction of this article is prohibited.\n\x0ciant, vt, and hrt predict mlss the v_ o2max. all the corresponding values of gas exchange, hr, and energetic parameters were determined through INTERPOLATion based on the second degree of the polynomial regression model calculated between the incremental velocities and their corresponding parameters (27). the iant was calculated by mathematical modelin']",,,
FALSE,s-0043-117413,,FALSE,,,
FALSE,s12970-021-00466-w,,FALSE,,,
FALSE,s00421-002-0599-z,,FALSE,,,
FALSE,jsc.0b013e318252f6b7,,,,,
FALSE,tnsre.2018.2872889,,FALSE,,,
FALSE,pes.24.3.347,,FALSE,,,
FALSE,10255842.2013.815902,,FALSE,,,
FALSE,j.apmr.2008.08.219,,,,,
FALSE,s1440-2440_._01_._80038-4,,FALSE,,,
FALSE,asem.3529.2013,,"['ickly as possible to the audible tones by  pressing the thumb switch. the support-surface perturbation period were compared  with those collected during the 8-min baseline walk. v(cid:6) o2 data were INTERPOLATed to temporally match the  footswitch data. right-foot heel strikes were used to determine stride frequency. left-foot heel strikes were used  for two subjects whose right footswitches malfunctioned.', ' means for stride frequencies and INTERPOLATed \n v(cid:6) o2 data during the aforementioned epochs were used  for analysis. the fastest and slowest reaction times for  each epoch were dropped and the remaining ﬁ ve reaction times were averaged.']",other,,
FALSE,jpah.2018-0283,,FALSE,,,
FALSE,s-0031-1279767,,FALSE,,,
FALSE,s00421-011-2275-7,,FALSE,,,
FALSE,a-0856-7207,,"['ach individual was calculated by the dynamometer. on-transient v̇ o2 kinetics were modelled using a monoexponential equation, from the breath-by-breath v̇ o2 values recorded during rest and exercise, INTERPOLATed to 1-s values: trunk extensor muscle oxygenation measured by  near infrared spectroscopy trunk extensor muscle oxygenation was assessed using a near-infrared spectroscopy device [29], composed of a']",,1,
FALSE,s00421-014-3093-5,,FALSE,,,
FALSE,pes.2017-0287,,,,,
FALSE,ptj.20080328,,FALSE,,,
FALSE,jsc.0000000000001701,,FALSE,,,
FALSE,journal.pone.0150799,,FALSE,,,
FALSE,s1440-2440_._01_._80044-x,,FALSE,,,
FALSE,jsc.0000000000002332,,"[' measure blood lactate concentration ([la]) (7). the blood lactate samples were analyzed using an electrochemical analyzer (ysi 2300 stat; yellow springs, oh, usa). the vobla was determined by linear INTERPOLATion using the intensity at a ﬁxed [la] of 3.5 mmol$l21. heart rate was recorded every 5 seconds throughout the test (model rs800sd; polar, kempele, finland). the submaximal constant-load test was perf']",,,
FALSE,journal.pone.0226290,,FALSE,,,
FALSE,j.gaitpost.2010.01.006,,FALSE,,,
FALSE,s12872-021-02094-3,,FALSE,,,
FALSE,s00421-018-4034-5,,FALSE,,,
FALSE,0967-3334_._30_._3_._001,,FALSE,,,
FALSE,chest.109.5.1169,,FALSE,,,
FALSE,pes.24.3.357,,FALSE,,,
FALSE,s40279-017-0711-5,,FALSE,,,
FALSE,s00421-018-3974-0,,FALSE,,,
FALSE,physiolres.930888,,FALSE,,,
FALSE,ijerph17217745,,FALSE,,,
FALSE,cmb_._2017.63.3.15,,FALSE,,,
FALSE,j.ahj.2003.09.007,,FALSE,,,
FALSE,17461391.2019.1635650,,FALSE,,,
FALSE,jappl.1992.73.6.2403,,FALSE,,,
FALSE,j.jesf.2012.12.002,,,,,
FALSE,ajpendo.90545.2008,,FALSE,,,
FALSE,japplphysiol.00722.2017,,"['dentiﬁed by quadriceps muscle force decrements in response to low- and highfrequency electrical stimulation) and voluntary activation [as determined by maximal voluntary contraction (mvc) with twitch INTERPOLATion, and maximal isotonic contraction velocity] in participants with and without a power reserve. based on inconsistencies in the literature (i.e., that a power reserve may or may not be present at lo']",,,
FALSE,phy2.12432,,"['faced each other through a neutral-density ﬁlter in a black tube. data analysis responses of pulmonary _vo2 and [deoxy individual (hb + mb)] during the baseline (bl)-to-exercise transitions were time-INTERPOLATed to 1-sec intervals, and averaged across each transition for each subject. the response curve of _vo2 was ﬁt by a three-term exponential function (eq. 1) that included amplitudes, time constants, an']",,1,
FALSE,jsc.0b013e3181cc2423,,,,,
FALSE,s-2004-817854,,FALSE,,,
FALSE,s00421-019-04171-0,,"['(tsi,  %) was obtained from each sprint. in addition, data were  normalized to the duration of the set to exhaustion, i.e., percentage of sprints performed (i.e., 20, 40, 60, 80, 100%),  and a linear INTERPOLATion was used to calculate values when  there was a fractional number of sprints, as each participant  performed a different number of sprints in each condition. statistical analysis linear mixed effec']",,,
FALSE,1940-6207.capr-12-0416,,,,,
FALSE,ep088783,,FALSE,,,
FALSE,japplphysiol.00030.2019,,FALSE,,,
FALSE,mss.0000000000000577,,FALSE,,,
FALSE,j.jcf.2004.11.004,,FALSE,,,
FALSE,s0100-879x2010007500093,,FALSE,,,
FALSE,fphys.2018.00533,,"['gram (ecg) instramed, porto alegre, rio grande do sul, brazil) as previously described (silva et al., 1994). the hr data were ﬁltered by a 5-sample moving average algorithm, second-by-second linearly INTERPOLATed and then time aligned. when appropriate, blood pressure was manually measured with a stethoscope and sphygmomanometer (littmann, saint paul, mn, united states) following the korotkoﬀ auscultatory m']",,,
