Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Lehmann, M., Berg, A., Keul, J.","7202114735; 7401596646; 7102012332","Sex-related differences in free plasma catecholamines in individuals of similar performance ability during graded ergometric exercise",1986,"European Journal of Applied Physiology and Occupational Physiology",55,"1",,54,58,,20,10.1007/BF00422893,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0022646827&partnerID=40&md5=dad8216a4de0268253d1117750b19823",Article,Final,"",Scopus,2-s2.0-0022646827
"Celsing, F., Ekblom, B.","6603690312; 36962325900","Anemia causes a relative decrease in blood lactate concentration during exercise",1986,"European Journal of Applied Physiology and Occupational Physiology",55,"1",,74,78,,16,10.1007/BF00422897,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0022634124&partnerID=40&md5=05ff886172d5364e0b9a0bf6b6229bb3",Article,Final,"",Scopus,2-s2.0-0022634124
"Péronnet, F., Thibault, G., Perrault, H., Cousineau, D.","7005991412; 56738491600; 7004307591; 7006808092","Sympathetic response to maximal bicycle exercise before and after leg strength training",1986,"European Journal of Applied Physiology and Occupational Physiology",55,"1",,1,4,,5,10.1007/BF00422883,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0022634115&partnerID=40&md5=8dd2a5fffb54ad7b49a0849d53498c2a",Article,Final,"",Scopus,2-s2.0-0022634115
"Paterson, D.H., Cunningham, D.A., Bumstead, L.A.","7202986977; 36072135000; 6507718486","Recovery O2 and blood lactic acid: longitudinal analysis in boys aged 11 to 15 years",1986,"European Journal of Applied Physiology and Occupational Physiology",55,"1",,93,99,,44,10.1007/BF00422901,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0022560134&partnerID=40&md5=79eb41500a2a826f99f3686529c44497",Article,Final,"",Scopus,2-s2.0-0022560134
"Fletcher, B.J., Thiel, J., Fletcher, G.F.","7102646167; 7005511615; 7201595068","Phase II intensive monitored cardiac rehabilitation for coronary artery disease and coronary risk factors-A six-session protocol",1986,"The American Journal of Cardiology",57,"10",,751,756,,14,10.1016/0002-9149(86)90607-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0022510280&partnerID=40&md5=27868758a71aa60e26797a5ae6db568e",Article,Final,"",Scopus,2-s2.0-0022510280
"Reybrouck, T., Weymans, M., Stijns, H., van der Hauwaert, L.G.","7006017796; 6603142242; 6602865494; 57200803811","Ventilatory anaerobic threshold for evaluating exercise performance in children with congenital left-to-right intracardiac shunt",1986,"Pediatric Cardiology",7,"1",,19,24,,35,10.1007/BF02315477,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0022970687&partnerID=40&md5=2171a6725c1f22c53619496693712419",Article,Final,"",Scopus,2-s2.0-0022970687
"Wiley, J.P., Rhodes, E.C.","7202816690; 7103399596","The relationship of individual anaerobic thresholds to total, alactic and lactic oxygen debts after a set treadmill run.",1986,"Canadian journal of applied sport sciences. Journal canadien des sciences appliquees au sport",11,"1",,37,41,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0022687853&partnerID=40&md5=34258a1493467621708d734c38e7f1b7",Article,Final,"",Scopus,2-s2.0-0022687853
"Roedde, S., MacDougall, J.D., Sutton, J.R., Green, H.J.","6506325845; 7103159726; 7202954583; 7202758474","Supercompensation of muscle glycogen in trained and untrained subjects.",1986,"Canadian journal of applied sport sciences. Journal canadien des sciences appliquees au sport",11,"1",,42,46,,15,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0022684596&partnerID=40&md5=cdbeb62c6d22cb3e9ee276af2780bc61",Article,Final,"",Scopus,2-s2.0-0022684596
"Hodous, T.K., Boyles, C., Hankinson, J.","6603801825; 6701673279; 7004945742","Effects of Industrial Respirator Wear During Exercise in Subjects with Restrictive Lung Disease",1986,"American Industrial Hygiene Association Journal",47,"3",,176,180,,20,10.1080/15298668691389540,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0022623094&partnerID=40&md5=226e8903cad26d36f9d322f1c6b20548",Article,Final,"",Scopus,2-s2.0-0022623094
"Atomi, Y., Iwaoka, K., Hatta, H., Miyashita, M., Yamamoto, Y.","7005472824; 6701749221; 7005443257; 7202415078; 57192016040","Daily physical activity levels in preadolescent boys related to {Mathematical expression} and lactate threshold",1986,"European Journal of Applied Physiology and Occupational Physiology",55,"2",,156,161,,31,10.1007/BF00714998,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0022616592&partnerID=40&md5=34f7c8ac71b2663ded250af3ce9f2956",Article,Final,"",Scopus,2-s2.0-0022616592
"Rusko, H., Luhtanen, P., Rahkila, P., Viitasalo, J., Rehunen, S., HÄrkönen, M.","7004018248; 6603800658; 7006100078; 7004462728; 6602513339; 7102123771","Muscle metabolism, blood lactate and oxygen uptake in steady state exercise at aerobic and anaerobic thresholds",1986,"European Journal of Applied Physiology and Occupational Physiology",55,"2",,181,186,,40,10.1007/BF00715002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0022614258&partnerID=40&md5=7b1e91222609d343b370861b98427835",Article,Final,"",Scopus,2-s2.0-0022614258
"MairbÄurl, H., Schobersberger, W., Hasibeder, W., Schwaberger, G., Gaesser, G., Tanaka, K.R.","55950360200; 55443222500; 7004400539; 6701411626; 7003744340; 7406929655","Regulation of red cell 2,3-DPG and Hb-O2-affinity during acute exercise",1986,"European Journal of Applied Physiology and Occupational Physiology",55,"2",,174,180,,23,10.1007/BF00715001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0022610111&partnerID=40&md5=fda37104f59586197c0be3429a772e2f",Article,Final,"",Scopus,2-s2.0-0022610111
"Scrimgeour, A.G., Noakes, T.D., Adams, B., Myburgh, K.","55624248000; 34571762600; 7202518755; 35549349000","The influence of weekly training distance on fractional utilization of maximum aerobic capacity in marathon and ultramarathon runners",1986,"European Journal of Applied Physiology and Occupational Physiology",55,"2",,202,209,,106,10.1007/BF00715006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0022608462&partnerID=40&md5=184f866b57e16fa74a7ee4008bdb08f3",Article,Final,"",Scopus,2-s2.0-0022608462
"Martin, B.J., Bender, P.R., Chen, H.-i.","7402931648; 7006568656; 7501613766","Stress hormonal response to exercise after sleep loss",1986,"European Journal of Applied Physiology and Occupational Physiology",55,"2",,210,214,,30,10.1007/BF00715007,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0022585496&partnerID=40&md5=eb8b818744a1447c1d321076b7575325",Article,Final,"",Scopus,2-s2.0-0022585496
"Ribeiro, J.P., Hughes, V., Fielding, R.A., Holden, W., Evans, W., Knuttgen, H.G.","7201677874; 35393356300; 7102200486; 57225452564; 55351673700; 7003384149","Metabolic and ventilatory responses to steady state exercise relative to lactate thresholds",1986,"European Journal of Applied Physiology and Occupational Physiology",55,"2",,215,221,,75,10.1007/BF00715008,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0022571921&partnerID=40&md5=4b903472633aa31c0cad36eacda77687",Article,Final,"",Scopus,2-s2.0-0022571921
"Hickson Jr., J.F., Hartung, G.H., Pate, T.D., Kendall, S.C., McMahon, J.C., Moore, C.M.","7004251330; 7004547963; 6603693561; 34769721900; 35722472100; 57199297693","Effect of short-term energy intake level and exercise on oxygen consumption in men",1986,"European Journal of Applied Physiology and Occupational Physiology",55,"2",,198,201,,4,10.1007/BF00715005,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0022570413&partnerID=40&md5=74462f3aec633f01f41d0095be2fe33a",Article,Final,"",Scopus,2-s2.0-0022570413
"Louhevaara, V., Smolander, J., Korhonen, O., Tuomi, T.","56387092400; 56456275200; 7003958776; 7102245022","Effects of industrial respirators on breathing pattern at different work levels",1986,"European Journal of Applied Physiology and Occupational Physiology",55,"2",,142,146,,11,10.1007/BF00714996,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0022567435&partnerID=40&md5=225e93208f6c03cfd42dc67508a79d54",Article,Final,"",Scopus,2-s2.0-0022567435
"Kromer, E.P., Riegger, G.A.J., Liebau, G., Kochsiek, K.","7004342521; 7005927442; 7004485168; 7004693219","Effectiveness of converting enzyme inhibition (enalapril) for mild congestive heart failure",1986,"The American Journal of Cardiology",57,"6",,459,462,,23,10.1016/0002-9149(86)90772-1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0022607483&partnerID=40&md5=745d8b6c4eae0cf35cdf11c6eafbbd70",Article,Final,"",Scopus,2-s2.0-0022607483
"Wolf, J.P., Nguyen, N.U., Dumoulin, G., Berthelay, S.","7403565281; 7403180379; 7003622747; 7003723309","Plasma renin and aldosterone changes during twenty minutes' moderate exercise - Influence of posture",1986,"European Journal of Applied Physiology and Occupational Physiology",54,"6",,602,607,,13,10.1007/BF00943348,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0022655745&partnerID=40&md5=53ed1f86aa781761fc3fc30309426b91",Article,Final,"",Scopus,2-s2.0-0022655745
"Cureton, K., Bishop, P., Hutchinson, P., Newland, H., Vickery, S., Zwiren, L.","57216005315; 7201938882; 7102745431; 7003403535; 7003943340; 6507891408","Sex difference in maximal oxygen uptake - Effect of equating haemoglobin concentration",1986,"European Journal of Applied Physiology and Occupational Physiology",54,"6",,656,660,,70,10.1007/BF00943356,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0022628993&partnerID=40&md5=fd113bfd8ec7f0e4c391530997f50fcf",Article,Final,"",Scopus,2-s2.0-0022628993
"Neary, P.J., Wenger, H.A.","7004681964; 7005613885","The effects of one- and two-legged exercise on the lactate and ventilatory threshold",1986,"European Journal of Applied Physiology and Occupational Physiology",54,"6",,591,595,,18,10.1007/BF00943346,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0022628010&partnerID=40&md5=17e3abc86a212e60fba3352d8764c2ba",Article,Final,"",Scopus,2-s2.0-0022628010
"Guezennec, C.Y., Defer, G., Cazorla, G., Sabathier, C., Lhoste, F.","57225344418; 57508042800; 6603584016; 16465333100; 7006277465","Plasma renin activity, aldosterone and catecholamine levels when swimming and running",1986,"European Journal of Applied Physiology and Occupational Physiology",54,"6",,632,637,,23,10.1007/BF00943352,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0022622120&partnerID=40&md5=3318f2dff31cf0c8b97601937e4d848f",Article,Final,"",Scopus,2-s2.0-0022622120
"Bond, V., Balkissoon, B., Caprarola, M., Tearney, R.J.","7005411856; 6602261609; 6507381956; 6603324934","Aerobic capacity during two-arm and one-leg ergometric exercise",1986,"Disability and Rehabilitation",8,"2",,79,81,,4,10.3109/03790798609166181,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84907041402&partnerID=40&md5=8275f703138f9465540d8a31e02404d4",Article,Final,"",Scopus,2-s2.0-84907041402
"Mano, Y.","7102542554","Evaluation of diving stress implication of analysis of work loads",1986,"Sangyo Igaku",29,"3",,202,209,,3,10.1539/joh1959.29.202,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023334667&partnerID=40&md5=de1ccf51ad164332f007b488c30f77b0",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-0023334667
"Omvik, P., Lund-Johansen, P.","7006487082; 56948772800","Is sodium restriction effective treatment of borderline and mild essential hypertension? A long-term haemodynamic study at rest and during exercise",1986,"Journal of Hypertension",4,"5",,535,541,,25,10.1097/00004872-198610000-00004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023037576&partnerID=40&md5=7f08bed83c6503f47f40bf3e831aad56",Article,Final,"",Scopus,2-s2.0-0023037576
"Mackova, E., Melichna, J., Havlickova, L., Placheta, Z., Blahová, D., Semiginovský, B.","6602547372; 6701498490; 6602093298; 6604093573; 55299729800; 6701686633","Skeletal muscle characteristics of sprint cyclists and nonathletes",1986,"International Journal of Sports Medicine",7,"5",,295,297,,11,10.1055/s-2008-1025778,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023037510&partnerID=40&md5=e8ef5b2402131b564335ad97824f5760",Article,Final,"",Scopus,2-s2.0-0023037510
"Freund, B.J., Allen, D., Wilmore, J.H.","7005965618; 57213441156; 7101646034","Interaction of test protocol and inclined run training on maximal oxygen uptake",1986,"Medicine and Science in Sports and Exercise",18,"5",,588,592,,5,10.1249/00005768-198610000-00016,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023036974&partnerID=40&md5=22e94064b5e84c6bf0d4370940404c90",Article,Final,"",Scopus,2-s2.0-0023036974
"HENRIQUEZ, A., SCHRIJEN, F., POINCELOT, F., GIMENEZ, M., POLU, J.M., SADOUL, P.","7005782804; 7005773230; 6506455723; 7102141190; 7005593426; 7004536880","Maximal oxygen consumption and pulmonary circulation in patients with chronic bronchitis",1986,"European Journal of Clinical Investigation",16,"6",,526,530,,5,10.1111/j.1365-2362.1986.tb02172.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023036931&partnerID=40&md5=c2946d72baf7756dccc1fede04be1d43",Article,Final,"",Scopus,2-s2.0-0023036931
"Edelmann, E., Staudner, V., Bachmann, W., Walter, H., Haas, W., Mehnert, H.","6701657421; 6504610963; 7102284305; 7201498861; 57197447595; 55438321000","Exercise‐induced Hypoglycaemia and Subcutaneous Insulin Infusion",1986,"Diabetic Medicine",3,"6",,526,531,,14,10.1111/j.1464-5491.1986.tb00808.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023033258&partnerID=40&md5=a17630c47da7fc1750715ba0326e4bb7",Article,Final,"",Scopus,2-s2.0-0023033258
"Bunt, J.C., Boileau, R.A., Bahr, J.M., Nelson, R.A.","7004170646; 7005173917; 7102298828; 7404560428","Sex and training differences in human growth hormone levels during prolonged exercise",1986,"Journal of Applied Physiology",61,"5",,1796,1801,,101,10.1152/jappl.1986.61.5.1796,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023032763&partnerID=40&md5=342b15274e0a11ba8f94329d83bf4faf",Article,Final,"",Scopus,2-s2.0-0023032763
"Boone, T., Krieder, R.B.","56262956000; 6504246669","Bicycle exercise before running: Effect on performance",1986,"Annals of Sports Medicine",3,"1",,25,29,,16,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023026911&partnerID=40&md5=6e0cfc9b97df6cf548454a2f213b5e9e",Article,Final,"",Scopus,2-s2.0-0023026911
"Olgiati, R., Jacquet, J., Di Prampero, P.E.","6602290341; 57197307762; 7006119206","Energy cost of walking and exertional dyspnea in multiple sclerosis",1986,"American Review of Respiratory Disease",134,"5",,1005,1010,,88,10.1164/arrd.1986.134.5.1005,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023022223&partnerID=40&md5=ae53ae4680b72bdce1abdb1979cafa4e",Article,Final,"",Scopus,2-s2.0-0023022223
"Pavlik, G., Bachl, N., Wollein, W., Lángfy, G., Prokop, L.","7004339690; 57202240334; 6506832383; 6506469763; 35908478200","Resting echocardiographic parameters after cessation of regular endurance training",1986,"International Journal of Sports Medicine",7,"4",,226,231,,16,10.1055/s-2008-1025764,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023009484&partnerID=40&md5=71d989d16598ba73287d115b3c0cd9b8",Article,Final,"",Scopus,2-s2.0-0023009484
"Shiraki, K., Sagawa, S., Konda, N., Park, Y.S., Komatsu, T., Hong, S.K.","7201608611; 7005335150; 7004651624; 7405375284; 57205940376; 7405767421","Energetics of wet-suit diving in Japanese male breath-hold divers",1986,"Journal of Applied Physiology",61,"4",,1475,1480,,18,10.1152/jappl.1986.61.4.1475,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023009188&partnerID=40&md5=bd3be253645ac0e3d090f43533a436a5",Article,Final,"",Scopus,2-s2.0-0023009188
"Duffy, D.J., Conlee, R.K.","7101657905; 7003668002","Effects of phosphate loading on leg power and high intensity treadmill exercise",1986,"Medicine and Science in Sports and Exercise",18,"6",,674,677,,14,10.1249/00005768-198612000-00012,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023008789&partnerID=40&md5=a2c39a1914e3cc33bfe3ac952443f57e",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-0023008789
"Bulbulian, R., Darabos, B.L.","6701559982; 6506028986","Motor neuron excitability: The hoffmann reflex following exercise of low and high intensity",1986,"Medicine and Science in Sports and Exercise",18,"6",,697,702,,39,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023003404&partnerID=40&md5=3b787d8110c925238415de69c8e95bbc",Article,Final,"",Scopus,2-s2.0-0023003404
"Ciske, P.E., Dressendorfer, R.H., Gordon, S., Timmis, G.C.","6507520246; 7003696021; 7401829041; 7005742096","Attenuation of exercise training effects in patients taking beta blockers during early cardiac rehabilitation",1986,"American Heart Journal",112,"5",,1016,1025,,8,10.1016/0002-8703(86)90315-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023001394&partnerID=40&md5=67342e12a058f8635d23be2f92b40766",Article,Final,"",Scopus,2-s2.0-0023001394
"Poortmans, J.R., Saerens, P., Edelman, R., Vertongen, F., Dorchy, H.","7006766204; 55610623400; 56353540400; 7003753271; 7006769982","Influence of the degree of metabolic control on physical fitness in type 1 diabetic adolescents",1986,"International Journal of Sports Medicine",7,"4",,232,235,,41,10.1055/s-2008-1025765,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023001391&partnerID=40&md5=d00ebe9b1f1eb2c4521b3bb90eb362bc",Article,Final,"",Scopus,2-s2.0-0023001391
"Baker, T.T., Allen, D., Lei, K.Y., Willcox, K.K.","7402605130; 57213441156; 57194582538; 36794059000","Alterations in lipid and protein profiles of plasma lipoproteins in middle-aged men consequent to an aerobic exercise program",1986,"Metabolism",35,"11",,1037,1043,,35,10.1016/0026-0495(86)90040-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0022999040&partnerID=40&md5=b6e8715c4107a7066fc26f9a1d1f46bf",Article,Final,"",Scopus,2-s2.0-0022999040
